rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId
44,2,1,3,9,1,1,7,0,1,2,1,1,2,3,9,15,1
44,2,1,3,9,2,7,1,0,2,1,2,2,1,2,8,12,1
44,2,1,3,9,3,1,7,0,1,2,4,2,2,2,6,10,0
44,2,1,3,9,4,7,1,0,2,1,4,2,1,2,6,10,0
44,2,1,3,9,5,1,7,0,1,2,4,2,2,2,6,10,0
44,2,1,3,9,6,7,1,0,2,1,4,2,1,2,6,10,0
44,2,1,3,9,7,1,7,0,1,2,4,2,2,2,9,10,0
44,2,1,3,9,8,7,1,0,2,1,4,2,1,2,5,10,0
44,2,1,3,9,9,1,7,0,1,2,4,2,2,2,6,10,0
44,2,1,3,9,10,7,1,0,2,1,4,2,1,2,6,10,0
44,2,1,3,9,11,1,7,0,1,2,4,2,1,2,6,10,0
44,2,1,3,9,12,7,1,0,2,1,4,2,1,4,4,10,0
44,2,1,3,9,13,1,7,0,1,2,4,1,2,2,0,3,0
45,2,1,3,10,1,1,8,0,1,2,1,1,2,3,9,15,1
45,2,1,3,10,2,8,1,0,2,1,2,2,1,2,4,12,1
45,2,1,3,10,3,1,8,0,1,2,4,1,1,2,5,10,0
45,2,1,3,10,4,8,1,0,2,1,4,2,1,5,5,10,0
45,2,1,3,10,5,1,8,0,1,2,4,2,1,2,0,10,0
46,2,1,3,11,1,9,1,1,2,1,1,2,2,2,7,15,1
46,2,1,3,11,2,1,9,1,1,2,2,1,2,2,7,3,2
46,2,1,3,11,3,9,1,1,2,1,4,1,2,1,9,5,0
46,2,1,3,11,4,1,9,1,1,2,4,2,1,3,8,10,0
46,2,1,3,11,5,9,1,1,2,1,4,1,3,3,7,3,0
46,2,1,3,11,6,1,9,1,1,2,4,1,1,3,0,5,0
47,2,1,3,12,1,10,1,1,2,1,1,2,2,5,6,15,1
47,2,1,3,12,2,1,10,1,1,2,2,2,2,2,9,10,1
47,2,1,3,12,3,10,1,1,2,1,4,2,1,2,5,10,0
47,2,1,3,12,4,1,10,1,1,2,4,2,1,2,6,10,0
47,2,1,3,12,5,10,1,1,2,1,4,2,1,2,5,10,0
47,2,1,3,12,6,1,10,1,1,2,4,2,2,2,5,10,0
47,2,1,3,12,7,10,1,1,2,1,4,1,2,2,5,10,0
47,2,1,3,12,8,1,10,1,1,2,4,2,2,2,5,10,0
47,2,1,3,12,9,10,1,1,2,1,4,2,1,2,6,10,0
47,2,1,3,12,10,1,10,1,1,2,4,2,2,2,6,10,0
47,2,1,3,12,11,10,1,1,2,1,4,2,1,2,5,10,0
47,2,1,3,12,12,1,10,1,1,2,4,2,2,2,6,10,0
47,2,1,3,12,13,10,1,1,2,1,4,2,1,2,4,10,0
47,2,1,3,12,14,1,10,1,1,2,4,1,1,2,8,10,0
47,2,1,3,12,15,10,1,1,2,1,4,1,2,3,6,3,0
47,2,1,3,12,16,1,10,1,1,2,4,0,0,0,0,0,0
48,1,2,1,1,1,0,0,1,3,4,1,1,2,5,8,15,1
48,1,2,1,1,2,0,0,1,4,3,2,1,1,3,9,12,2
48,1,2,1,1,3,0,0,1,3,4,4,1,3,3,9,3,0
48,1,2,1,1,4,0,0,1,4,3,4,2,1,3,0,12,0
49,1,2,1,2,1,1,0,1,3,4,1,1,2,5,8,15,1
49,1,2,1,2,2,0,1,1,4,3,2,2,1,3,0,12,2
50,1,2,1,3,1,0,2,1,4,3,1,1,1,5,1,15,3
50,1,2,1,3,2,2,0,1,3,4,2,1,1,2,7,10,1
50,1,2,1,3,3,0,2,1,4,3,4,1,3,1,7,1,0
50,1,2,1,3,4,2,0,1,3,4,4,1,2,3,9,13,0
50,1,2,1,3,5,0,2,1,4,3,4,2,1,2,8,12,0
50,1,2,1,3,6,2,0,1,3,4,4,1,3,1,0,1,0
51,1,2,1,4,1,1,2,1,4,3,1,1,2,5,7,15,3
51,1,2,1,4,2,2,1,1,3,4,2,1,1,2,9,10,1
51,1,2,1,4,3,1,2,1,4,3,4,1,3,1,7,1,0
51,1,2,1,4,4,2,1,1,3,4,4,1,1,3,0,13,0
52,1,2,1,5,1,2,2,1,3,4,1,1,2,4,8,15,1
52,1,2,1,5,2,2,2,1,4,3,2,1,3,1,0,1,3
53,1,2,1,6,1,3,2,1,3,4,1,1,2,5,7,15,1
53,1,2,1,6,2,2,3,1,4,3,2,1,3,1,0,1,3
54,1,2,1,7,1,2,4,0,4,3,1,1,2,5,4,15,3
54,1,2,1,7,2,4,2,0,3,4,2,1,3,1,9,1,1
54,1,2,1,7,3,2,4,0,4,3,4,2,2,2,0,12,0
55,1,2,1,8,1,2,5,1,4,3,1,1,1,5,4,15,3
55,1,2,1,8,2,5,2,1,3,4,2,1,1,2,7,10,1
55,1,2,1,8,3,2,5,1,4,3,4,1,3,1,9,1,0
55,1,2,1,8,4,5,2,1,3,4,4,2,2,3,0,13,0
56,1,2,1,9,1,5,3,1,3,4,1,1,2,4,8,15,1
56,1,2,1,9,2,3,5,1,4,3,2,2,1,3,8,12,2
56,1,2,1,9,3,5,3,1,3,4,4,1,3,1,7,1,0
56,1,2,1,9,4,3,5,1,4,3,4,1,1,3,0,13,0
57,1,2,1,11,1,4,6,0,4,3,1,1,2,5,9,16,3
57,1,2,1,11,2,6,4,0,3,4,2,1,2,1,7,1,1
57,1,2,1,11,3,4,6,0,4,3,4,1,2,2,0,12,0
58,1,2,1,12,1,4,7,1,4,3,1,1,2,5,8,15,3
58,1,2,1,12,2,7,4,1,3,4,2,1,1,3,9,10,1
58,1,2,1,12,3,4,7,1,4,3,4,1,3,1,9,1,0
58,1,2,1,12,4,7,4,1,3,4,4,2,1,3,0,13,0
59,1,2,1,13,1,7,5,0,3,4,1,1,1,5,7,15,1
59,1,2,1,13,2,5,7,0,4,3,2,1,1,3,9,12,2
59,1,2,1,13,3,7,5,0,3,4,4,1,3,1,0,1,0
60,1,2,1,14,1,7,6,1,3,4,1,1,2,3,4,15,1
60,1,2,1,14,2,6,7,1,4,3,2,1,1,1,0,1,2
61,1,2,1,15,1,6,8,1,4,3,1,1,1,4,5,15,3
61,1,2,1,15,2,8,6,1,3,4,2,1,1,4,7,7,1
61,1,2,1,15,3,6,8,1,4,3,4,1,3,1,9,1,0
61,1,2,1,15,4,8,6,1,3,4,4,2,2,3,0,13,0
62,1,2,1,16,1,7,8,1,4,3,1,1,1,3,2,15,3
62,1,2,1,16,2,8,7,1,3,4,2,1,1,3,9,10,1
62,1,2,1,16,3,7,8,1,4,3,4,1,3,1,7,1,0
62,1,2,1,16,4,8,7,1,3,4,4,1,1,3,0,13,0
63,1,2,1,17,1,8,8,0,3,4,1,1,2,5,7,15,1
63,1,2,1,17,2,8,8,0,4,3,2,1,1,1,9,1,2
63,1,2,1,17,3,8,8,0,3,4,4,2,2,3,9,13,0
63,1,2,1,17,4,8,8,0,4,3,4,2,1,2,8,12,0
63,1,2,1,17,5,8,8,0,3,4,4,1,3,1,8,1,0
63,1,2,1,17,6,8,8,0,4,3,4,1,2,1,8,2,0
63,1,2,1,17,7,8,8,0,3,4,4,1,3,1,9,2,0
63,1,2,1,17,8,8,8,0,4,3,4,2,1,3,7,14,0
63,1,2,1,17,9,8,8,0,3,4,4,1,3,3,0,3,0
64,1,2,1,18,1,8,9,0,3,4,1,1,1,3,5,15,1
64,1,2,1,18,2,9,8,0,4,3,2,1,1,2,9,10,2
64,1,2,1,18,3,8,9,0,3,4,4,1,3,1,0,1,0
65,1,2,1,19,1,10,8,0,4,3,1,1,1,4,4,15,3
65,1,2,1,19,2,8,10,0,3,4,2,1,2,1,9,7,1
65,1,2,1,19,3,10,8,0,4,3,4,2,1,3,8,12,0
65,1,2,1,19,4,8,10,0,3,4,4,1,3,3,7,3,0
65,1,2,1,19,5,10,8,0,4,3,4,1,0,0,0,0,0
66,1,2,1,20,1,10,9,1,4,3,1,1,3,4,8,15,3
66,1,2,1,20,2,9,10,1,3,4,2,1,3,1,0,1,1
67,1,2,2,1,1,0,0,0,4,3,1,1,1,4,5,15,3
67,1,2,2,1,2,0,0,0,3,4,2,1,2,1,9,7,1
67,1,2,2,1,3,0,0,0,4,3,4,2,1,2,0,9,0
68,1,2,2,2,1,0,1,0,4,3,1,1,1,5,2,15,3
68,1,2,2,2,2,1,0,0,3,4,2,1,1,2,8,10,1
68,1,2,2,2,3,0,1,0,4,3,4,1,3,1,9,1,0
68,1,2,2,2,4,1,0,0,3,4,4,2,2,3,7,13,0
68,1,2,2,2,5,0,1,0,4,3,4,1,3,1,0,1,0
69,1,2,2,3,1,2,0,1,3,4,1,1,2,5,8,15,1
69,1,2,2,3,2,0,2,1,4,3,2,2,1,3,0,12,2
70,1,2,2,4,1,3,0,0,3,4,1,1,1,2,7,15,1
70,1,2,2,4,2,0,3,0,4,3,2,1,1,2,8,10,2
70,1,2,2,4,3,3,0,0,3,4,4,1,1,1,9,1,0
70,1,2,2,4,4,0,3,0,4,3,4,2,1,2,8,12,0
70,1,2,2,4,5,3,0,0,3,4,4,2,1,2,0,11,0
71,1,2,2,5,1,1,3,1,4,3,1,1,1,5,5,15,3
71,1,2,2,5,2,3,1,1,3,4,2,1,1,3,8,10,1
71,1,2,2,5,3,1,3,1,4,3,4,1,1,1,0,1,0
71,1,2,2,5,4,3,1,1,3,4,4,2,1,3,0,13,0
72,1,2,2,6,1,2,3,1,4,3,1,1,1,5,4,15,3
72,1,2,2,6,2,3,2,1,3,4,2,1,1,2,6,10,1
72,1,2,2,6,3,2,3,1,4,3,4,2,3,1,7,6,0
72,1,2,2,6,4,3,2,1,3,4,4,0,0,0,0,0,0
73,1,2,2,7,1,3,3,1,3,4,1,1,2,5,8,15,1
73,1,2,2,7,2,3,3,1,4,3,2,2,1,3,7,12,2
73,1,2,2,7,3,3,3,1,3,4,4,1,3,1,7,1,0
73,1,2,2,7,4,3,3,1,4,3,4,1,1,3,5,12,0
73,1,2,2,7,5,3,3,1,3,4,4,1,3,1,9,1,0
73,1,2,2,7,6,3,3,1,4,3,4,2,1,3,0,12,0
74,1,2,2,8,1,4,3,0,3,4,1,1,2,4,7,15,1
74,1,2,2,8,2,3,4,0,4,3,2,1,3,1,9,1,2
74,1,2,2,8,3,4,3,0,3,4,4,2,2,3,9,13,0
74,1,2,2,8,4,3,4,0,4,3,4,2,1,2,8,12,0
74,1,2,2,8,5,4,3,0,3,4,4,1,0,0,0,1,0
75,1,2,2,9,1,4,4,1,4,3,1,1,1,5,3,16,3
75,1,2,2,9,2,4,4,1,3,4,2,1,1,2,9,10,1
75,1,2,2,9,3,4,4,1,4,3,4,1,2,1,8,1,0
75,1,2,2,9,4,4,4,1,3,4,4,1,2,3,8,13,0
75,1,2,2,9,5,4,4,1,4,3,4,1,3,1,7,1,0
75,1,2,2,9,6,4,4,1,3,4,4,1,2,3,7,13,0
75,1,2,2,9,7,4,4,1,4,3,4,1,3,1,8,1,0
75,1,2,2,9,8,4,4,1,3,4,4,2,1,3,0,13,0
76,1,2,2,10,1,5,4,1,4,3,1,1,3,4,7,15,3
76,1,2,2,10,2,4,5,1,3,4,2,1,3,1,0,1,1
77,1,2,2,11,1,4,6,0,3,4,1,1,2,2,7,15,1
77,1,2,2,11,2,6,4,0,4,3,2,1,2,2,9,10,2
77,1,2,2,11,3,4,6,0,3,4,4,2,1,2,9,10,0
77,1,2,2,11,4,6,4,0,4,3,4,2,1,3,9,12,0
77,1,2,2,11,5,4,6,0,3,4,4,1,2,1,9,1,0
77,1,2,2,11,6,6,4,0,4,3,4,2,1,2,7,12,0
77,1,2,2,11,7,4,6,0,3,4,4,1,3,1,0,1,0
78,1,2,2,12,1,4,7,1,3,4,1,1,1,2,4,15,1
78,1,2,2,12,2,7,4,1,4,3,2,1,2,2,9,10,2
78,1,2,2,12,3,4,7,1,3,4,4,2,1,2,0,10,0
78,1,2,2,12,4,7,4,1,4,3,4,2,0,0,0,10,0
79,1,2,2,13,1,7,5,1,4,3,1,1,2,5,8,15,3
79,1,2,2,13,2,5,7,1,3,4,2,1,2,1,8,1,1
79,1,2,2,13,3,7,5,1,4,3,4,1,1,3,8,12,0
79,1,2,2,13,4,5,7,1,3,4,4,1,3,1,9,1,0
79,1,2,2,13,5,7,5,1,4,3,4,2,1,3,4,12,0
79,1,2,2,13,6,5,7,1,3,4,4,1,3,1,0,1,0
80,1,2,2,14,1,8,5,0,4,3,1,2,2,3,8,15,3
80,1,2,2,14,2,5,8,0,3,4,2,2,1,1,8,6,1
80,1,2,2,14,3,8,5,0,4,3,4,1,1,1,0,1,0
81,1,2,2,15,1,6,8,0,3,4,1,1,3,5,8,15,1
81,1,2,2,15,2,8,6,0,4,3,2,1,3,1,8,1,3
81,1,2,2,15,3,6,8,0,3,4,4,1,1,3,0,13,0
82,1,2,2,16,1,6,9,1,3,4,1,1,1,2,8,15,1
82,1,2,2,16,2,9,6,1,4,3,2,1,1,3,0,8,3
83,1,2,2,17,1,9,7,0,4,3,1,1,1,4,7,15,3
83,1,2,2,17,2,7,9,0,3,4,2,1,3,1,9,1,1
83,1,2,2,17,3,9,7,0,4,3,4,2,2,2,0,12,0
84,1,2,2,18,1,9,8,0,4,3,1,1,3,4,7,15,3
84,1,2,2,18,2,8,9,0,3,4,2,1,3,1,9,1,1
84,1,2,2,18,3,9,8,0,4,3,4,2,1,2,9,12,0
84,1,2,2,18,4,8,9,0,3,4,4,2,1,2,8,10,0
84,1,2,2,18,5,9,8,0,4,3,4,1,1,2,0,10,0
85,1,2,2,19,1,9,9,1,3,4,1,1,2,5,4,15,1
85,1,2,2,19,2,9,9,1,4,3,2,1,1,3,9,10,2
85,1,2,2,19,3,9,9,1,3,4,4,1,3,1,9,1,0
85,1,2,2,19,4,9,9,1,4,3,4,2,1,3,0,12,0
86,1,2,2,20,1,10,9,0,3,4,1,1,1,5,4,15,1
86,1,2,2,20,2,9,10,0,4,3,2,1,1,2,7,10,2
86,1,2,2,20,3,10,9,0,3,4,4,1,1,1,9,1,0
86,1,2,2,20,4,9,10,0,4,3,4,2,1,2,8,12,0
86,1,2,2,20,5,10,9,0,3,4,4,1,3,1,8,1,0
86,1,2,2,20,6,9,10,0,4,3,4,2,1,2,5,12,0
86,1,2,2,20,7,10,9,0,3,4,4,1,1,2,0,11,0
87,1,2,2,21,1,10,10,0,4,3,1,1,1,3,2,15,3
87,1,2,2,21,2,10,10,0,3,4,2,1,1,3,8,10,1
87,1,2,2,21,3,10,10,0,4,3,4,1,3,1,7,1,0
87,1,2,2,21,4,10,10,0,3,4,4,1,1,3,9,13,0
87,1,2,2,21,5,10,10,0,4,3,4,1,3,1,7,1,0
87,1,2,2,21,6,10,10,0,3,4,4,1,3,3,7,13,0
87,1,2,2,21,7,10,10,0,4,3,4,1,1,3,8,13,0
87,1,2,2,21,8,10,10,0,3,4,4,1,3,1,7,1,0
87,1,2,2,21,9,10,10,0,4,3,4,1,1,3,8,14,0
87,1,2,2,21,10,10,10,0,3,4,4,1,2,1,9,1,0
87,1,2,2,21,11,10,10,0,4,3,4,2,1,2,8,12,0
87,1,2,2,21,12,10,10,0,3,4,4,1,3,1,8,1,0
87,1,2,2,21,13,10,10,0,4,3,4,1,2,2,0,12,0
88,1,2,2,22,1,11,10,0,3,4,1,1,2,5,7,15,1
88,1,2,2,22,2,10,11,0,4,3,2,2,1,3,9,12,2
88,1,2,2,22,3,11,10,0,3,4,4,2,1,3,0,10,0
89,1,2,2,23,1,11,11,0,4,3,1,2,2,3,9,15,3
89,1,2,2,23,2,11,11,0,3,4,2,2,1,3,9,6,1
89,1,2,2,23,3,11,11,0,4,3,4,2,2,2,4,12,0
89,1,2,2,23,4,11,11,0,3,4,4,1,3,1,9,1,0
89,1,2,2,23,5,11,11,0,4,3,4,2,1,2,0,12,0
90,1,2,2,24,1,12,11,0,3,4,1,1,2,2,7,15,1
90,1,2,2,24,2,11,12,0,4,3,2,1,1,2,7,10,2
90,1,2,2,24,3,12,11,0,3,4,4,1,3,1,9,1,0
90,1,2,2,24,4,11,12,0,4,3,4,2,1,2,8,12,0
90,1,2,2,24,5,12,11,0,3,4,4,1,3,1,8,1,0
90,1,2,2,24,6,11,12,0,4,3,4,2,1,2,8,12,0
90,1,2,2,24,7,12,11,0,3,4,4,1,3,1,8,1,0
90,1,2,2,24,8,11,12,0,4,3,4,1,1,3,8,12,0
90,1,2,2,24,9,12,11,0,3,4,4,1,3,1,0,1,0
91,1,2,2,25,1,12,12,0,4,3,1,1,1,4,5,15,3
91,1,2,2,25,2,12,12,0,3,4,2,1,2,1,8,1,1
91,1,2,2,25,3,12,12,0,4,3,4,1,1,3,8,12,0
91,1,2,2,25,4,12,12,0,3,4,4,1,3,1,9,1,0
91,1,2,2,25,5,12,12,0,4,3,4,2,1,2,8,12,0
91,1,2,2,25,6,12,12,0,3,4,4,1,1,1,8,1,0
91,1,2,2,25,7,12,12,0,4,3,4,2,1,2,8,12,0
91,1,2,2,25,8,12,12,0,3,4,4,1,1,2,8,10,0
91,1,2,2,25,9,12,12,0,4,3,4,2,1,2,8,10,0
91,1,2,2,25,10,12,12,0,3,4,4,1,3,1,7,1,0
91,1,2,2,25,11,12,12,0,4,3,4,1,2,3,8,12,0
91,1,2,2,25,12,12,12,0,3,4,4,1,3,1,7,1,0
91,1,2,2,25,13,12,12,0,4,3,4,1,3,1,0,2,0
92,1,2,2,26,1,13,12,1,3,4,1,1,3,4,8,15,1
92,1,2,2,26,2,12,13,1,4,3,2,1,3,1,8,1,2
92,1,2,2,26,3,13,12,1,3,4,4,2,2,3,9,13,0
92,1,2,2,26,4,12,13,1,4,3,4,1,3,1,8,1,0
92,1,2,2,26,5,13,12,1,3,4,4,1,3,1,8,2,0
92,1,2,2,26,6,12,13,1,4,3,4,1,2,1,8,2,0
92,1,2,2,26,7,13,12,1,3,4,4,1,3,1,7,2,0
92,1,2,2,26,8,12,13,1,4,3,4,1,1,3,0,14,0
92,1,2,2,26,9,13,12,1,3,4,4,1,1,1,7,1,0
92,1,2,2,26,10,12,13,1,4,3,4,1,1,3,0,14,0
93,1,2,3,1,1,0,0,0,3,4,1,1,1,3,7,15,1
93,1,2,3,1,2,0,0,0,4,3,2,1,1,3,9,10,2
93,1,2,3,1,3,0,0,0,3,4,4,1,3,1,8,1,0
93,1,2,3,1,4,0,0,0,4,3,4,2,1,2,7,12,0
93,1,2,3,1,5,0,0,0,3,4,4,1,2,1,0,1,0
94,1,2,3,2,1,0,1,1,3,4,1,1,2,5,9,15,1
94,1,2,3,2,2,1,0,1,4,3,2,2,1,3,7,12,2
94,1,2,3,2,3,0,1,1,3,4,4,1,1,3,8,10,0
94,1,2,3,2,4,1,0,1,4,3,4,2,1,3,9,12,0
94,1,2,3,2,5,0,1,1,3,4,4,2,1,2,9,10,0
94,1,2,3,2,6,1,0,1,4,3,4,2,1,3,8,12,0
94,1,2,3,2,7,0,1,1,3,4,4,1,2,1,8,1,0
94,1,2,3,2,8,1,0,1,4,3,4,2,1,2,8,12,0
94,1,2,3,2,9,0,1,1,3,4,4,1,1,2,8,10,0
94,1,2,3,2,10,1,0,1,4,3,4,2,1,3,0,12,0
95,1,2,3,3,1,1,1,1,4,3,1,1,2,5,8,15,3
95,1,2,3,3,2,1,1,1,3,4,2,1,3,1,7,1,1
95,1,2,3,3,3,1,1,1,4,3,4,1,1,3,8,12,0
95,1,2,3,3,4,1,1,1,3,4,4,1,3,1,0,1,0
96,1,2,3,4,1,2,1,1,4,3,1,1,1,5,5,15,3
96,1,2,3,4,2,1,2,1,3,4,2,1,1,2,0,10,1
97,1,2,3,5,1,1,3,0,3,4,1,1,2,5,7,16,1
97,1,2,3,5,2,3,1,0,4,3,2,1,3,1,9,1,2
97,1,2,3,5,3,1,3,0,3,4,4,2,1,3,0,13,0
98,1,2,3,6,1,1,4,1,3,4,1,1,1,5,5,15,1
98,1,2,3,6,2,4,1,1,4,3,2,2,1,3,9,12,2
98,1,2,3,6,3,1,4,1,3,4,4,2,1,3,0,10,0
98,1,2,3,6,4,4,1,1,4,3,4,2,1,3,8,10,0
98,1,2,3,6,5,1,4,1,3,4,4,1,3,1,8,1,0
98,1,2,3,6,6,4,1,1,4,3,4,2,1,3,0,13,0
99,1,2,3,7,1,4,2,1,4,3,1,1,1,5,5,15,3
99,1,2,3,7,2,2,4,1,3,4,2,1,1,5,7,10,1
99,1,2,3,7,3,4,2,1,4,3,4,1,3,1,8,1,0
99,1,2,3,7,4,2,4,1,3,4,4,1,3,1,0,2,0
100,1,2,3,8,1,5,2,0,4,3,1,1,2,5,4,15,3
100,1,2,3,8,2,2,5,0,3,4,2,1,2,1,6,1,3
100,1,2,3,8,3,5,2,0,4,3,4,2,1,3,0,13,0
101,1,2,3,9,1,3,5,0,3,4,1,1,2,4,8,15,1
101,1,2,3,9,2,5,3,0,4,3,2,1,3,1,8,1,2
101,1,2,3,9,3,3,5,0,3,4,4,2,1,3,9,13,0
101,1,2,3,9,4,5,3,0,4,3,4,2,1,2,8,12,0
101,1,2,3,9,5,3,5,0,3,4,4,1,3,1,0,1,0
102,1,2,3,10,1,3,6,1,3,4,1,1,2,2,8,15,1
102,1,2,3,10,2,6,3,1,4,3,2,2,1,3,9,12,2
102,1,2,3,10,3,3,6,1,3,4,4,2,2,1,8,5,0
102,1,2,3,10,4,6,3,1,4,3,4,2,1,3,7,12,0
102,1,2,3,10,5,3,6,1,3,4,4,1,3,1,8,1,0
102,1,2,3,10,6,6,3,1,4,3,4,2,1,2,0,12,0
103,1,2,3,11,1,6,4,0,4,3,1,1,1,5,5,15,3
103,1,2,3,11,2,4,6,0,3,4,2,1,1,2,9,10,1
103,1,2,3,11,3,6,4,0,4,3,4,2,3,1,0,6,0
104,1,2,3,12,1,6,5,1,4,3,1,1,2,5,5,15,3
104,1,2,3,12,2,5,6,1,3,4,2,1,1,2,8,10,1
104,1,2,3,12,3,6,5,1,4,3,4,1,3,1,7,1,0
104,1,2,3,12,4,5,6,1,3,4,4,1,1,3,9,13,0
104,1,2,3,12,5,6,5,1,4,3,4,1,3,1,7,1,0
104,1,2,3,12,6,5,6,1,3,4,4,1,2,3,0,13,0
105,1,2,3,13,1,5,7,0,3,4,1,1,2,5,4,15,1
105,1,2,3,13,2,7,5,0,4,3,2,1,1,2,9,10,2
105,1,2,3,13,3,5,7,0,3,4,4,2,1,2,8,10,0
105,1,2,3,13,4,7,5,0,4,3,4,1,2,1,9,1,0
105,1,2,3,13,5,5,7,0,3,4,4,2,3,3,0,13,0
106,1,2,3,14,1,5,8,0,3,4,1,1,1,3,4,15,1
106,1,2,3,14,2,8,5,0,4,3,2,1,1,3,7,10,2
106,1,2,3,14,3,5,8,0,3,4,4,1,3,1,8,1,0
106,1,2,3,14,4,8,5,0,4,3,4,2,1,3,8,12,0
106,1,2,3,14,5,5,8,0,3,4,4,1,3,1,7,1,0
106,1,2,3,14,6,8,5,0,4,3,4,1,1,3,9,14,0
106,1,2,3,14,7,5,8,0,3,4,4,1,1,3,0,13,0
107,1,2,3,15,1,9,5,0,4,3,1,1,1,5,9,16,3
107,1,2,3,15,2,5,9,0,3,4,2,1,3,1,7,1,1
107,1,2,3,15,3,9,5,0,4,3,4,1,0,0,0,13,0
108,1,2,3,16,1,9,6,1,4,3,1,1,2,5,5,15,3
108,1,2,3,16,2,6,9,1,3,4,2,1,2,2,9,10,1
108,1,2,3,16,3,9,6,1,4,3,4,2,2,1,7,6,0
108,1,2,3,16,4,6,9,1,3,4,4,1,1,3,0,13,0
109,1,2,3,17,1,6,10,1,3,4,1,1,2,2,7,15,1
109,1,2,3,17,2,10,6,1,4,3,2,1,1,2,0,10,2
110,1,2,3,18,1,7,10,1,3,4,1,1,2,2,7,15,1
110,1,2,3,18,2,10,7,1,4,3,2,1,2,1,7,8,2
110,1,2,3,18,3,7,10,1,3,4,4,1,2,1,8,1,0
110,1,2,3,18,4,10,7,1,4,3,4,1,1,3,0,13,0
111,1,2,3,19,1,10,8,1,4,3,1,2,2,3,7,15,3
111,1,2,3,19,2,8,10,1,3,4,2,1,1,3,0,1,1
111,1,2,3,19,3,10,8,1,4,3,4,2,1,2,7,12,0
111,1,2,3,19,4,8,10,1,3,4,4,1,3,1,0,1,0
112,1,2,4,1,1,0,0,1,4,3,1,1,1,5,5,15,3
112,1,2,4,1,2,0,0,1,3,4,2,1,1,2,9,10,1
112,1,2,4,1,3,0,0,1,4,3,4,2,2,1,9,6,0
112,1,2,4,1,4,0,0,1,3,4,4,1,3,1,0,1,0
113,1,2,4,2,1,1,0,1,4,3,1,1,1,2,2,15,3
113,1,2,4,2,2,0,1,1,3,4,2,1,1,2,9,10,1
113,1,2,4,2,3,1,0,1,4,3,4,2,1,3,9,12,0
113,1,2,4,2,4,0,1,1,3,4,4,2,2,1,8,1,0
113,1,2,4,2,5,1,0,1,4,3,4,1,3,1,9,2,0
113,1,2,4,2,6,0,1,1,3,4,4,2,1,3,0,13,0
114,1,2,4,3,1,0,2,1,3,4,1,1,1,2,3,15,1
114,1,2,4,3,2,2,0,1,4,3,2,1,1,2,0,10,2
115,1,2,4,4,1,1,2,1,3,4,1,1,2,2,7,15,1
115,1,2,4,4,2,2,1,1,4,3,2,1,2,1,8,1,2
115,1,2,4,4,3,1,2,1,3,4,4,2,2,3,7,13,0
115,1,2,4,4,4,2,1,1,4,3,4,1,2,1,0,1,0
117,1,2,4,6,1,2,3,0,4,3,1,1,1,2,2,15,3
117,1,2,4,6,2,3,2,0,3,4,2,1,1,2,9,10,1
117,1,2,4,6,3,2,3,0,4,3,4,2,3,1,0,6,0
118,1,2,4,7,1,4,2,0,3,4,1,1,1,3,5,15,1
118,1,2,4,7,2,2,4,0,4,3,2,1,1,3,7,10,2
118,1,2,4,7,3,4,2,0,3,4,4,1,3,1,0,1,0
119,1,2,4,8,1,4,3,1,3,4,1,1,2,2,7,15,1
119,1,2,4,8,2,3,4,1,4,3,2,1,1,2,5,11,2
119,1,2,4,8,3,4,3,1,3,4,4,1,1,2,5,11,0
119,1,2,4,8,4,3,4,1,4,3,4,2,1,3,9,12,0
119,1,2,4,8,5,4,3,1,3,4,4,1,1,1,8,1,0
119,1,2,4,8,6,3,4,1,4,3,4,1,3,1,0,2,0
120,1,2,4,9,1,3,5,0,4,3,1,1,1,5,4,15,3
120,1,2,4,9,2,5,3,0,3,4,2,1,1,2,9,10,1
120,1,2,4,9,3,3,5,0,4,3,4,2,1,3,9,12,0
120,1,2,4,9,4,5,3,0,3,4,4,1,1,1,7,1,0
120,1,2,4,9,5,3,5,0,4,3,4,1,1,3,9,12,0
120,1,2,4,9,6,5,3,0,3,4,4,1,2,1,9,1,0
120,1,2,4,9,7,3,5,0,4,3,4,2,2,2,9,12,0
120,1,2,4,9,8,5,3,0,3,4,4,2,2,2,7,10,0
120,1,2,4,9,9,3,5,0,4,3,4,1,1,2,8,10,0
120,1,2,4,9,10,5,3,0,3,4,4,1,3,1,8,1,0
120,1,2,4,9,11,3,5,0,4,3,4,2,1,3,9,12,0
120,1,2,4,9,12,5,3,0,3,4,4,1,3,3,9,3,0
120,1,2,4,9,13,3,5,0,4,3,4,2,1,3,5,12,0
120,1,2,4,9,14,5,3,0,3,4,4,1,3,3,8,3,0
120,1,2,4,9,15,3,5,0,4,3,4,2,1,3,0,14,0
121,1,2,4,10,1,3,6,0,4,3,1,1,1,5,2,15,3
121,1,2,4,10,2,6,3,0,3,4,2,1,1,5,7,10,1
121,1,2,4,10,3,3,6,0,4,3,4,1,2,1,0,1,0
122,1,2,4,11,1,7,3,0,3,4,1,1,1,4,7,15,1
122,1,2,4,11,2,3,7,0,4,3,2,1,1,1,7,1,2
122,1,2,4,11,3,7,3,0,3,4,4,1,3,1,8,2,0
